,brand,img_url,laptop_name,display_size,processor_type,graphics_card,disk_space,discount_price,ratings_5max,disk_type
182,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMuJI48htHicdWYcSHvDVuLv9QxupWSSRLxYzAMLnhQyMcF8mDUwDEd2IWlw&s,XPS 13 9360,13.3,Intel Core i5-8250U,Intel UHD Graphics 620,256.0,4399.0,0.0,SSD
183,Acer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYLS_zk62uJWv3J7gL996I408auQsOiy8Q_OSevsdWlLmt-PXAc_YFizB7wA&s,Aspire 5 A515-51G,15.6,Intel Core i7-8550U,NVIDIA GeForce MX130 (2 GB),2048.0,2999.0,3.8,HDD
184,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeEspTm3VBEz_y4DqKcQid5IU3Is7LRYSzTGP0FG6ZJxuafjIEDqIqy7dNdQ&s,ENVY 13-ad101nx,13.3,Intel Core i7-8550U,NVIDIA GeForce MX150 (2 GB),1024.0,6719.0,4.0,SSD
185,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhfQvigCLOlcsIzVbLc99LmUeAJ_YfCzKNFeHRxd0pUorWxYruJfPfhcaod1w&s,Inspiron 15 5570,15.6,Intel Core i5-8250U,AMD Radeon 530 (2 GB),1024.0,2939.0,4.0,HDD
186,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbKVT0EXbo2wa9UbPqhvXtGrua0ID_jX_X7SyZFCUjabjRYrvTgHcAEDOJ_OI&s,Inspiron 15 3567,15.6,Intel Core i5-8250U,AMD Radeon 520 (2 GB),1024.0,2549.0,0.0,HDD
187,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThW5HR-CvelF4Z1Tjyb4rSDm4fOW8NAnLReKaZXGoFq0rtUvvk07c-O2-MMQ&s,IdeaPad 320-15IKBRA,15.6,Intel Core i5-8250U,AMD Radeon 530 (2 GB),1024.0,2519.0,4.2,HDD
188,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyMiX23jG6CnUj2UwUVOodsioXSFQ_k7Dt-jzo_EIR4uo0zSsIziMxLZ-NEpA&s,IdeaPad 320-14ISK,14.0,Intel Core i3-6006U,Intel GMA HD,1024.0,1779.0,0.0,HDD
189,Asus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQforNMQlDUE5hrOgAFLFwOvkT7W4H7pGnUI_sHoQoOIxt1x5dW0EUMgTkSLA&s,ZenBook UX430UN Ultrabook,14.0,Intel Core i5-8250U,NVIDIA GeForce MX150 (2 GB),256.0,3779.0,0.0,SSD
190,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6zJbyZFCf-ybbZWNuZQKBERTUZgfvdQjZX_cjHORHojPMMOnjj4dPFORuyg&s,Pavilion 15-cc006nx,15.6,Intel Core i7-7500U,NVIDIA GeForce 940MX (2 GB),8.0,3459.0,0.0,HDD
191,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbKVT0EXbo2wa9UbPqhvXtGrua0ID_jX_X7SyZFCUjabjRYrvTgHcAEDOJ_OI&s,Inspiron 15 3567,15.6,Intel Core i3-6006U,Intel GMA HD,1024.0,1889.0,0.0,HDD
192,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbKVT0EXbo2wa9UbPqhvXtGrua0ID_jX_X7SyZFCUjabjRYrvTgHcAEDOJ_OI&s,Inspiron 15 3567,15.6,Intel Core i5-7200U,AMD Radeon R5-M340 (2 GB),1024.0,2469.0,0.0,HDD
193,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKeO6ptpjzntjMy4ZKEZDXoVVsZH0J-OzDvxPn3gS3vjzoK_Kp0hQrc3BnOIk&s,ENVY 13-ab000nx,13.3,Intel Core i5-7200U,Intel GMA HD,256.0,3779.0,0.0,SSD
194,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz_70dNJ0OcpFt0uBEQYQIZTgDnCAT8qSMfydVvs2eLh-2vVxQmZ6iyPfkVuU&s,MacBook Pro (Retina + Touch Bar),13.3,Intel Core i5 Dual Core,Intel Iris Graphics 550,256.0,7768.95,0.0,SSD
196,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_BSrAu0CAb3LY2SiFuWJZAqK9h0Nq6YSjwpo5Y52Zpq7QZazkZYXcDkpsPQ&s,Pavilion 15-cc002nx,15.6,Intel Core i7-7500U,NVIDIA GeForce 940MX (2 GB),8.0,3459.0,0.0,HDD
197,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWFiH8hJbRdQauzk9jJXQlo3xrzbloDrtAv-bceq82fQUXnGG7_UbKrqm-6Q&s,MacBook Pro (Retina),13.3,Intel Core i5 Dual Core,Intel Iris Plus Graphics 640,256.0,6499.0,4.6,SSD
198,HP,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbKVT0EXbo2wa9UbPqhvXtGrua0ID_jX_X7SyZFCUjabjRYrvTgHcAEDOJ_OI&s,ENVY 13-ad100nx,13.3,Intel Core i7-8550U,Intel HD Graphics 620,512.0,4829.0,4.0,SSD
199,Dell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHZBZlMJnhzqz2d9IRXOFPTN6cQp9PI9p25SjS-nNaTFZZ6V-KGDycpMRab8A&s,Inspiron 15 3567,15.6,Intel Core i5-7200U,AMD Radeon R5-M430 (2 GB),1024.0,2249.0,3.3,HDD
200,Lenovo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMWdbTV6wbVFarJ_o1C5RTZ0nzNPJLXvSoisE3_TdHOi39P5pbVFPyyyu6sU8&s,IdeaPad 320-15IKBRN,15.6,Intel Core i5-8250U,Intel GMA HD,1024.0,2099.0,3.8,HDD
201,Huawei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz_70dNJ0OcpFt0uBEQYQIZTgDnCAT8qSMfydVvs2eLh-2vVxQmZ6iyPfkVuU&s,MateBook D,15.6,Intel Core i7-8550U,NVIDIA GeForce MX150 (2 GB),128.0,3299.0,4.0,HDD
202,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz_70dNJ0OcpFt0uBEQYQIZTgDnCAT8qSMfydVvs2eLh-2vVxQmZ6iyPfkVuU&s,MacBook Pro (Retina + Touch Bar),15.4,Intel Core i7 6 Core,Radeon Pro 555X GDDR5 (4 GB),256.0,10199.0,0.0,SSD
203,Apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHrI2xiIizT3o6KQ2IHc8FGrynuDWLTAK-p8Fxqt4A6l5uJZpWeYAwEt4zvzs&s,MacBook Pro (Retina + Touch Bar),15.4,Intel Core i7 6 Core,Radeon Pro 560X GDDR5 (4 GB),512.0,11899.0,4.4,SSD
